4,256,32,2,64,3,1,1,0,0.9911,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
4,256,32,2,128,3,2,1,0,1.0,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
4,256,32,2,128,3,1,2,0,0.984,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
1,256,64,4,0,3,1,1,1,0.1116,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
1,256,32,2,0,3,1,0,1,0.0613,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
2,256,16,2,0,3,1,1,1,0.2227,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
4,256,32,2,0,3,1,2,1,0.4221,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
4,256,32,2,0,3,1,1,1,0.4212,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
1,1024,32,2,0,3,1,1,1,0.1109,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
2,256,64,4,0,3,1,1,1,0.2278,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
4,256,64,4,0,3,1,1,1,0.4284,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
4,64,32,2,128,3,1,1,0,0.9923,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
1,256,32,2,0,3,1,1,1,0.1109,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
4,256,32,2,128,6,1,1,0,1.003,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
4,1024,32,2,0,3,1,1,1,0.4212,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
4,256,32,2,128,3,1,0,0,0.2853,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
4,256,32,2,200,3,1,1,1,0.4212,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
4,256,32,2,64,3,1,1,1,0.4212,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
4,256,32,2,0,6,1,1,1,0.4212,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
